review_text,rating
"average food , second rate service and is",very
is,a
is a,wonderful
is a wonderful,and
is a wonderful and,very
is a wonderful and very,traditional
is a wonderful and very traditional,restaurant
is a wonderful and very traditional restaurant,.
is a wonderful and very traditional restaurant .,oldest
've,eaten
've eaten,here
've eaten here,twice
've eaten here twice,and
've eaten here twice and,ca
've eaten here twice and ca,n't
've eaten here twice and ca n't,rate
've eaten here twice and ca n't rate,it
expect,a
expect a,lot
expect a lot,of
expect a lot of,reviews
expect a lot of reviews,for
expect a lot of reviews for,talk
expect a lot of reviews for talk,about
expect a lot of reviews for talk about,the
was,our
was our,first
was our first,visit
was our first visit,to
was our first visit to,for
was our first visit to for,a
was our first visit to for a,number
was our first visit to for a number,of
old,world
old world,from
old world from,a
old world from a,time
old world from a time,long
old world from a time long,gone
old world from a time long gone,but
old world from a time long gone but,brought
the,minute
the minute,you
the minute you,step
the minute you step,in
the minute you step in,it
the minute you step in it,feels
the minute you step in it feels,like
the minute you step in it feels like,you
's,the
's the,oldest
's the oldest,restaurant
's the oldest restaurant,in
's the oldest restaurant in,and
's the oldest restaurant in and,the
's the oldest restaurant in and the,menu
's the oldest restaurant in and the menu,lives
celebrated,a
celebrated a,birthday
celebrated a birthday,with
celebrated a birthday with,in
celebrated a birthday with in,the
celebrated a birthday with in the,upstairs
celebrated a birthday with in the upstairs,private
celebrated a birthday with in the upstairs private,room
restaurant,is
restaurant is,comfortable
restaurant is comfortable,and
restaurant is comfortable and,staff
restaurant is comfortable and staff,are
restaurant is comfortable and staff are,courteous
restaurant is comfortable and staff are courteous,menu
restaurant is comfortable and staff are courteous menu,mainly
husband,and
husband and,went
husband and went,for
husband and went for,a
husband and went for a,meal
husband and went for a meal,at
husband and went for a meal at,as
husband and went for a meal at as,a
my,mum
my mum,for
my mum for,lunch
my mum for lunch,on
my mum for lunch on,(
my mum for lunch on (,her
my mum for lunch on ( her,treat
my mum for lunch on ( her treat,)
welcome,","
"welcome ,",traditional
"welcome , traditional",decor
"welcome , traditional decor",","
"welcome , traditional decor ,",traditional
"welcome , traditional decor , traditional",food
"welcome , traditional decor , traditional food",and
"welcome , traditional decor , traditional food and",traditional
restaurant,decor
restaurant decor,dating
restaurant decor dating,back
restaurant decor dating back,to
restaurant decor dating back to,.
restaurant decor dating back to .,service
restaurant decor dating back to . service,was
restaurant decor dating back to . service was,outstanding
should,eat
should eat,here
should eat here,sometimes
should eat here sometimes,","
"should eat here sometimes ,",just
"should eat here sometimes , just",for
"should eat here sometimes , just for",the
"should eat here sometimes , just for the",experience
fabulous,","
"fabulous ,",traditional
"fabulous , traditional",food
"fabulous , traditional food",with
"fabulous , traditional food with",a
"fabulous , traditional food with a",elegant
"fabulous , traditional food with a elegant",period
"fabulous , traditional food with a elegant period",feel
n't,know
n't know,what
n't know what,to
n't know what to,expect
n't know what to expect,.
n't know what to expect .,was
n't know what to expect . was,excellent
n't know what to expect . was excellent,and
were,going
were going,to
were going to,the
were going to the,theatre
were going to the theatre,nearby
were going to the theatre nearby,and
were going to the theatre nearby and,decided
were going to the theatre nearby and decided,to
is,the
is the,oldest
is the oldest,","
"is the oldest ,",and
"is the oldest , and",to
"is the oldest , and to",my
"is the oldest , and to my",mind
"is the oldest , and to my mind",","
always,","
"always ,",delivers
"always , delivers",great
"always , delivers great",food
"always , delivers great food",and
"always , delivers great food and",service
"always , delivers great food and service",in
"always , delivers great food and service in",traditional
was,great
was great,and
was great and,that
was great and that,was
was great and that was,about
was great and that was about,all
was great and that was about all,.
was great and that was about all .,ordered
sure,if
sure if,it
sure if it,was
sure if it was,my
sure if it was my,late
sure if it was my late,booking
sure if it was my late booking,or
sure if it was my late booking or,the
visit,every
visit every,summer
visit every summer,","
"visit every summer ,",sometimes
"visit every summer , sometimes",for
"visit every summer , sometimes for",a
"visit every summer , sometimes for a",week
"visit every summer , sometimes for a week",or
decided,to
decided to,book
decided to book,a
decided to book a,table
decided to book a table,for
decided to book a table for,at
decided to book a table for at,this
decided to book a table for at this,restaurant
never,visit
never visit,without
never visit without,going
never visit without going,to
never visit without going to,.
never visit without going to .,have
never visit without going to . have,been
never visit without going to . have been,to
is,such
is such,a
is such a,selection
is such a selection,of
is such a selection of,excellent
is such a selection of excellent,and
is such a selection of excellent and,diverse
is such a selection of excellent and diverse,food
memorable,evening
memorable evening,occassion
memorable evening occassion,.
memorable evening occassion .,restaurant
memorable evening occassion . restaurant,attracts
memorable evening occassion . restaurant attracts,diners
memorable evening occassion . restaurant attracts diners,across
memorable evening occassion . restaurant attracts diners across,the
went,in
went in,on
went in on,the
went in on the,off
went in on the off,chance
went in on the off chance,of
went in on the off chance of,getting
